Name,NAICSCode,Phone,WebAddress,Address,PostalCode,BldgNo,UnitNo,Latitude,Longitude
Aielli Restaurant,722511,905-278-2183,www.aielli.com,286 Lakeshore Rd E,L5G 1H2,,UnitNo B,43.560815,-79.575843
Marriott - Residence Inn,721111,905-567-2577,www.marriott.com/yyzmm,7005 Century Ave,L5N 7K2,,,43.60211,-79.75232
Courtyard By Marriott,721111,905-567-5566,www.marriott.com,7015 Century Ave,L5N 7K2,,,43.60237,-79.75285
Alf Hana Shawarma Hut,722512,289-997-7665,,6550 Meadowvale Town Centre Cir,L5N 4B7,,UnitNo 5,43.582737,-79.761452
Mr. Sub,722512,905-670-5990,www.mrsub.ca,29 Aventura Crt,L5T 3A1,,UnitNo B1,43.646021,-79.703147
Tim Horton's,722512,905-564-1414,www.timhortons.com,39 Aventura Crt,L5T 3A1,,,43.646021,-79.703147
Sagan Restaurant & Banquet Hall,722320,905-670-5220,www.saganbanquethall.com,7180 Edwards Blvd,L5S 1Z1,,,43.65139,-79.70922
Tim Hortons,722512,905-608-1881,www.timhortons.com,3436 Glen Erin Dr,L5L 3B4,,,43.536931,-79.686275
McDonald's,722512,905-826-0065,www.mcdonalds.ca,6410 Millcreek Dr,L5N 3E7,,,43.589773,-79.739752
Boston Pizza,722511,905-569-0517,,2915 Eglinton Ave W,L5M 6J3,,,43.55099,-79.7161
Turtle Jack's Muskoka Grill,722511,905-362-0927,www.turtlejacks.com,108 Courtneypark Dr E,L5T 2Y3,,,43.638814,-79.692394
"Lunch Lady, The",722310,905-812-5592,www.thelunchlady.ca,6800 Kitimat Rd,L5N 5M1,,UnitNo 14,43.60705,-79.735315
Teriyaki Experience,722511,905-542-9800,www.teriyakiexperience.com,6990 Financial Dr,L5N 8J4,,UnitNo 9,43.61105,-79.74926
Gate Gourmet,722310,905-405-4100,www.gategourmet.com,2498 Britannia Rd E,L5P 1A2,,,43.672276,-79.630113
J.P's Pizzeria,722512,905-567-6669,,5980 Churchill Meadows Blvd,L5M 7M5,,UnitNo 12,43.557713,-79.75571
Subway,722512,905-286-4789,www.subway.com,5602 Tenth Line West,L5M 7L9,,UnitNo 113,43.559287,-79.742351
Lily's Pizza and Pasta,722512,905-990-2676,,1107 Lorne Park Rd,L5H 3A1,,UnitNo 5,43.531485,-79.612339
Tim Hortons,722512,,www.timhortons.com,780 Bancroft Dr,L5V 2Y6,,,43.61665,-79.703083
Tim Hortons,722512,905-565-8819,www.timhortons.com,7030 McLaughlin Rd,L5W 1W7,,,43.636946,-79.717487
Gino's Pizza,722512,905-696-8222,www.ginospizza.ca,735 Twain Ave,L5W 1X1,Bldg B,UnitNo 7,43.637929,-79.727655
Pho Dau Bo,722512,905-812-9878,,1525 Bristol Rd W,L5M 4Z1,,UnitNo 3,43.58612,-79.69855
BarBurrito,722512,905-507-8887,www.barburrito.ca,40 Bristol Rd E,L4Z 3K8,,UnitNo 5,43.61385,-79.66202
Made In Japan Teriyaki,722512,905-567-9927,,815 Britannia Rd W,L5V 2X8,,UnitNo 3,43.610142,-79.698045
Nandos flame grilled chicken,722512,905-567-7059,www.nandoscanada.com,815 Britannia Rd W,L5V 2X8,,UnitNo 3,43.610142,-79.698045
Domino's Pizza,722512,905-755-0596,www.dominos.ca,801 Matheson Blvd W,L5V 2N6,,UnitNo 6,43.60737,-79.691196
Pizzano,722512,905-848-0111,,1125 Dundas St E,L4Y 2C4,,UnitNo 3,43.60421,-79.59082
Booster Juice,722512,905-712-0681,,801 Matheson Blvd W,L5V 2N6,,UnitNo 17,43.60737,-79.691196
Pho Queen City,722511,905-615-8288,www.queencitypho.com,3085 Hurontario St,L5A 4E4,,UnitNo 13 to 15,43.582028,-79.6188
Montana's Restaurant,722511,905-564-7391,www.montanas.ca,60 Courtneypark Dr E,L5T 2Y3,,,43.637914,-79.693293
A & W,722512,905-272-3447,www.awgta.com,1130 Dundas St E,L4Y 2C1,,,43.60395,-79.58921
3 Brewers,722512,289-643-1888,www.the3brewers.ca,5860 Mavis Rd,L5V 3B7,,,43.608822,-79.69144
A & W,722512,647-479-4020,www.awontario.com,5880 Mavis Rd,L5V 3B7,,,43.60897,-79.691644
Delimark Cafes,722512,905-405-9666,www.delimarkcafes.com,5935 Airport Rd,L4V 1W5,,UnitNo 100,43.686174,-79.611031
Kelsey's,722511,905-897-8608,www.kelseys.ca,3970 Grand Park Dr,L5B 4M6,,,43.580488,-79.64715
Midway Invader Inc.,722410,905-565-8004,,6809 Invader Cres,L5T 2B7,,,43.663623,-79.67473
Courtyard Marriott Hotel,721111,905-625-3555,www.courtyardmississaugaairport.com,5050 Creekbank Rd,L4W 5R2,,,43.64185,-79.615233
Residence Inn Marriott,721111,905-602-7777,www.residenceinnmississaugaairport.com,5070 Creekbank Rd,L4W 5R2,,,43.641988,-79.615263
Burger King,722512,905-670-1870,,6010 Dixie Rd,L5T 1A6,,,43.655606,-79.648052
Chorizo Fresh Meat,722512,905-822-6988,www.chorizo.ca,950 Southdown Rd,L5J 2Y4,,,43.510077,-79.628776
Starbucks,722512,905-823-7615,www.starbucks.ca,960 Southdown Rd,L5J 2Y4,,,43.510184,-79.628934
Teriyaki Experience,722512,905-822-1933,www.teriyakiexperience.com,960 Southdown Rd,L5J 2Y4,,,43.510184,-79.628934
Osmow's,722512,905-855-3300,,960 Southdown Rd,L5J 2Y4,,,43.510184,-79.628934
Quiznos Sub,722512,905-855-0782,www.quiznossub.com,960 Southdown Rd,L5J 2Y4,,,43.510184,-79.628934
Philthy Philly's,722512,905-822-9129,www.philthyphillys.com,960 Southdown Rd,L5J 2Y4,,UnitNo C12,43.510184,-79.628934
Urban Open Kitchen,722512,647-214-0023,,2395 Speakman Dr,L5K 1B3,,UnitNo Second Floor,43.518675,-79.660462
Morals Village Hotpot,722511,905-276-6768,www.cqdz.ca,1177 Central Pky W,L5C 4P3,,UnitNo 1&2,43.567051,-79.66125
Eggsmart,722512,905-273-6520,,655 Queensway E,L5A 3X6,,,43.588493,-79.592409
Tim Horton's,722512,905-602-4480,www.timhortons.com,4595 Tomken Rd,L4W 1J9,,,43.62718,-79.62616
RD's Southern BBQ,722511,905-670-2255,www.rdsbbq.com,25 Aventura Crt,L5T 3A1,,UnitNo B,43.646021,-79.703147
Booster Juice,722512,905-232-8877,www.boosterjuice.com,100 City Centre Dr,L5B 2C9,,UnitNo M6,43.59333,-79.64223
Yogen Fruz,722512,647-388-1105,,100 City Centre Dr,L5B 2C9,,UnitNo F4,43.59333,-79.64223
Compass Group Canada (Eurest),722310,905-405-0060,,3111 Convair Dr,L5P 1C2,,,43.67189,-79.59658
Starbucks,722512,416-776-3100,,1 PIA,L5P 1B2,,,43.586162,-79.646215
Sunset Grill,722511,905-569-6009,www.sunsetgrill.ca,2901 Eglinton Ave W,L5M 6J3,,UnitNo 1&2,43.55146,-79.71559
Shoeless Joe's,722511,905-821-0045,www.shoelessjoes.ca,6570 Meadowvale Town Centre Cir,L5N 2R5,,,43.582865,-79.76146
Potluck Restaurant,722512,905-826-2223,,6590 Meadowvale Town Centre Cir,L5N 4B7,,UnitNo 10,43.583037,-79.761453
Tim Hortons,722512,905-286-1408,www.timhortons.com,6600 Meadowvale Town Centre Cir,L5N 4B7,,,43.583123,-79.76144
Pizza Pizza,722512,905-542-2617,www.pizzapizza.ca,6975 Meadowvale Town Centre Cir,L5N 2W7,,UnitNo 10 to 12,43.580909,-79.757703
Thai Express,722512,905-286-9364,www.thaiexpress.com,6590 Meadowvale Town Centre Cir,L5N 4B7,,UnitNo J2,43.583037,-79.761453
Benab Family Restaurant Ltd,722511,905-281-8499,,3085 Hurontario St,L5A 2G9,,UnitNo 17,43.582028,-79.6188
Kusina,722511,905-268-0472,,3024 Hurontario St,L5B 4M4,,UnitNo G2,43.58069,-79.617188
Subway,722512,905-306-7827,www.subway.com,3024 Hurontario St,L5B 4M4,,UnitNo G7,43.58069,-79.617188
Pho Mi Vietnamese Restaurant,722511,905-306-9998,,3920 Grand Park Dr,L5B 4M6,,UnitNo D-1,43.580233,-79.646775
Toshka Grill and Lounge,722511,905-848-4141,,3900 Grand Park Dr,L5B 4M6,,UnitNo E-1,43.580183,-79.646701
Thai Cuisine Experts,722512,905-848-0063,www.thaicuisineexperts.com,3960 Grand Park Dr,L5B 4M6,,UnitNo 2,43.580388,-79.647003
Mario's BBQ,722512,905-270-5060,www.mariosbbq.com,5425 Creditview Rd,L5V 2P3,,UnitNo 13,43.586392,-79.696786
Royal Paan,722512,905-813-0004,www.royalpaan.com,1010 Dream Crest Rd,L5V 3A4,,UnitNo 4,43.591128,-79.68042
Subway,722512,905-755-0040,www.subway.com,5025 Heatherleigh Ave,L5V 2Y7,,UnitNo 1,43.590297,-79.672351
Montana's Restaurant,722511,905-785-3264,www.montanas.ca,3065 Argentia Rd,L5N 8E1,,,43.593903,-79.787711
Tim Hortons,722512,905-569-7688,www.timhortons.com,3060 Artesian Dr,L5M 7P5,,,43.546377,-79.715088
Red Rose Convention Centre,722320,905-565-6650,www.redroseconventioncentre.com,1233 Derry Rd E,L5T 1B6,,,43.670719,-79.679285
Swiss Chalet,722511,905-206-0092,www.swisschalet.ca,1455 Dundas St E,L5X 1L3,,,43.610655,-79.582437
Tim Horton's,722512,905-625-7117,www.timhortons.com,1801 Dundas St E,L5X 1L5,,,43.618258,-79.574212
Homewood Suites by Hilton,721111,905-564-5529,www.torontomississauga.homewoodsuites.com,6430 Edwards Blvd,L5T 2Y3,,,43.636868,-79.688389
The Port House Restaurant & Wine Bar,722511,905-271-0016,www.theporthouse.ca,139 Lakeshore Rd E,L5G 1E5,,,43.554577,-79.582499
Pizza Nova,722512,905-629-8374,,1020 Canadian Pl,L4W 4P1,,,43.626334,-79.627704
Sweets House,722511,905-625-4508,www.elsombrero.ca,4870 Tomken Rd,L4W 1J8,,UnitNo 1,43.62539,-79.63032
Admiral Inn,721111,905-403-9777,www.admiralinn.com,2161 North Sheridan Way,L5K 1A3,,,43.521929,-79.650911
Daylight Grill,722511,905-919-1187,www.daylightgrill.com,980 Southdown Rd,L5J 2Y4,,,43.51019,-79.628945
Pita & Grill,722512,905-364-0364,,29 Aventura Crt,L5T 3A1,,UnitNo C,43.646021,-79.703147
TSB 2000 Cafe / Restaurant ,722512,905-502-8441,www.tsb2000.com,5800 Hurontario St,L5R 4B4,,UnitNo Concourse,43.622179,-79.674062
Five Guys Burgers & Fries,722512,905-507-4141,www.fiveguys.com,6045 Mavis Rd,L5R 4G6,,UnitNo 3,43.612883,-79.696722
Grano Ristorante,722511,905-276-1234,www.granoristorante.com,285 Enfield Pl,L5B 3Y6,Bldg 2,UnitNo R108,43.590286,-79.635202
Gino's Pizza,722512,905-990-4466,www.ginospizza.ca,129 Lakeshore Rd E,L5G 1E5,,UnitNo D,43.554526,-79.582552
Timothy's World Coffee,722512,905-274-7690,www.timothyscafes.com,129 Lakeshore Rd E,L5G 1E5,,UnitNo F,43.554526,-79.582552
Lezzet Shawarma Falafel House,722512,905-212-1211,www.lezzetshawarma.com,4120 Dixie Rd,L4W 4V8,,UnitNo 10,43.624785,-79.605766
Heritage Fish and Chips,722511,905-824-8884,www.heritagefishandchips.com,3221 Derry Rd W,L5N 7L7,,UnitNo 18,43.582762,-79.777653
Zeerah,722512,905-569-7916,www.zeerah.ca,3050 Artesian Dr,L5M 7P5,,UnitNo 16,43.546246,-79.715185
Tim Hortons,722512,905-567-4414,www.timhortons.com,5614 Tenth Line West,L5M 7L9,,,43.559155,-79.74217
Taza Express,722512,905-828-0996,www.tazaxpress.ca,2911 Eglinton Ave W,L5M 6J3,,UnitNo 3,43.55113,-79.71596
The Kakori Indian Restaurant ,722511,905-608-1000,,2911 Eglinton Ave W,L5M 6J3,,UnitNo 2,43.55113,-79.71596
Pizza Pizza,722512,416-967-1111,www.pizzapizza.ca,3960 Grand Park Dr,L5B 4M6,,UnitNo 1,43.580388,-79.647003
Five Guys Burgers & Fries,722512,905-608-8484,www.fiveguys.com,2116 Burnhamthorpe Rd W,L5L 5Z5,Bldg N,UnitNo 15,43.54522,-79.68371
Starbucks,722512,905-607-5348,www.starbucks.ca,2116 Burnhamthorpe Rd W,L5L 5Z5,Bldg N,UnitNo 16,43.54522,-79.68371
Subway,722512,905-606-2370,www.subway.com,2136 Burnhamthorpe Rd W,L5L 5Z5,Bldg E,UnitNo 10,43.54509,-79.68394
Real Fruit Bubble Tea,722512,647-501-1520,www.realfruitbubbletea.com,2150 Burnhamthorpe Rd W,L5L 3A2,Bldg K,UnitNo H23,43.545319,-79.684671
Brasas Churrasqueira Rotisserie & Grill,722512,905-593-2727,www.brasasgrill.ca,2385 Burnhamthorpe Rd W,L5L 6A4,,UnitNo 8&9,43.542685,-79.692169
Pizza Nova,722512,416-439-0000,www.pizzanova.com,2400 Dundas St W,L5K 2R8,Bldg 2,UnitNo 4,43.528954,-79.674939
Caven's Alley Bar,722410,905-278-9108,,585 Lakeshore Rd E,L5G 1H9,,UnitNo B,43.568087,-79.568105
New Locomotion,722410,905-625-2542,,2325 Matheson Blvd E,L5W 5B3,,UnitNo 1,43.655379,-79.607162
Veggie Flames Pizza & Snack,722512,905-956-6900,www.veggieflames.com,7210 Airport Rd,L4T 2H3,,,43.707733,-79.647885
Indias Taste,722511,905-785-5959,www.indiastaste.ca,3075 Argentia Rd,L5N 8P7,,,43.593945,-79.787654
Pamier Kabob,722512,905-820-7771,www.pamierkabob.com,3041 Argentia Rd,L5N 8P7,,UnitNo 1,43.596469,-79.785252
Staybridge Inn & Suites,721111,905-564-6892,www.staybridge.com/mississauga,6791 Hurontario St,L5T 2Z6,,,43.64268,-79.70093
Versailles Convention Centre,722320,905-565-7400,www.versaillesconventioncentre.com,6721 Edwards Blvd,L5T 2V9,,,43.642597,-79.69601
Chuck E Cheese's Inc.,722512,905-785-3593,www.chuckecheeses.com,2945 Argentia Rd,L5N 0A2,,,43.59825,-79.78319
Mr. Greek Express,722512,905-824-1400,www.mrgreek.com,3021 Argentia Rd,L5N 8P7,,UnitNo 101,43.596566,-79.785149
The Burger's Priest,722512,905-990-7300,www.theburgerspriest.com,129 Lakeshore Rd E,L5G 1E5,,UnitNo A,43.554526,-79.582552
Second Cup,722512,905-270-2842,,4090 Living Arts Dr,L5B 0C3,,UnitNo 3,43.5881,-79.64553
New Jeya Brand,722320,905-696-0033,,1662 Bonhill Rd,L5T 1E1,,UnitNo 9,43.665754,-79.652725
Shawarnado Corp,722512,905-629-9710,,4870 Tomken Rd,L4W 1J8,,UnitNo 2,43.62539,-79.63032
Subway Sandwiches,722512,905-602-1984,www.subway.ca,4870 Tomken Rd,L4W 1J8,,UnitNo 8,43.62539,-79.63032
Iron Chef,722511,905-212-9998,www.ironchef.ca,4920 Tomken Rd,L4W 1J8,,UnitNo 5,43.62576,-79.63079
Carinderia by DFlores,722512,905-212-1214,,980 Eglinton Ave E,L4W 1K3,,UnitNo 2,43.6271,-79.62967
Shoeless Joe's Sports Grill,722511,905-256-2222,www.shoelessjoes.ca,80 Courtneypark Dr E,L5T 2Y3,,,43.637914,-79.693293
China Palace,722511,905-696-8688,www.china-palace.ca,80 Courtneypark Dr E,L5T 2Y3,,,43.637914,-79.693293
Twin Fish Thai Cuisine,722511,905-670-2395,www.twinfish.ca,80 Courtneypark Dr E,L5T 2Y3,,UnitNo 3,43.637914,-79.693293
Mucho Burrito,722511,905-461-0430,www.muchoburrito.com,80 Courtneypark Dr E,L5T 2Y3,,,43.637914,-79.693293
Osmow's Grill,722512,905-696-9229,www.mrosmow.com,80 Courtneypark Dr E,L5T 2Y3,,,43.637914,-79.693293
La Mill,722511,905-568-9300,www.la-mill.com,35 Brunel Rd,L4Z 3E8,,UnitNo 1B,43.625807,-79.676101
Subway Sandwiches,722512,905-785-7827,www.subwaysubs.com,3041 Argentia Rd,L5N 8P7,,UnitNo 3,43.596469,-79.785252
Quesada Buritos and Tacos,722512,905-785-0555,www.quesada.com,3041 Argentia Rd,L5N 8P7,,UnitNo 5,43.596469,-79.785252
Wok For You,722512,905-785-2188,,3221 Derry Rd W,L5N 7L7,,UnitNo 22B,43.582762,-79.777653
Lionheart British Pub & Restaurant,722410,905-824-6669,www.lionheartbritishpub.com,3221 Derry Rd W,L5N 7L7,,UnitNo 24,43.582762,-79.777653
Milan Ice Cream & Paan,722512,905-919-2282,,3899 Trelawny Cir,L5N 6S3,,UnitNo 14&15,43.57892,-79.77099
Popular Pizza,722512,905-874-4242,www.popularpizza.ca,17 Tannery St,L5M 1V1,,UnitNo 3,43.581416,-79.714899
Doaba Sweet & Restaurant Indian-vegetarian,722512,905-812-3292,www.doabasweetsrestaurtant.com,5390 Terry Fox Way,L5V 0A5,,UnitNo 2,43.595203,-79.684779
Man Doo Hyang,722511,905-897-3355,,169 Dundas St E,L5A 1W8,,UnitNo 10 to 12,43.583955,-79.612137
Tim Hortons,722512,905-712-0022,,20 Bristol Rd W,L5R 3K3,,,43.61379,-79.66359
Mary Brown's,722512,905-602-7770,www.marybrowns.com,5067 Dixie Rd,L4W 5S6,,,43.63695,-79.6208
Diana Pasticceria & Coffee Inc.,722512,905-206-0200,,4910 Tomken Rd,L4W 1J8,,,43.62549,-79.6312
Moxie's Classic Grill,722511,905-567-5511,www.moxies.ca,2959 Argentia Rd,L5N 0A2,,,43.598181,-79.78328
Booster Juice,722512,,www.boosterjuice.com,80 Courtneypark Dr E,L5T 2Y3,,,43.637914,-79.693293
Fu’s Garden,722511,905-306-9796,www.fugardens.com,1650 Dundas St E,L4X 2Z3,,,43.61435,-79.57701
Pita Lite,722512,905-282-9500,www.pitalite.com,2325 Matheson Blvd E,L5W 5B3,,UnitNo 4,43.655379,-79.607162
Subway,722512,905-624-8822,www.subway.com,2325 Matheson Blvd E,L5W 5B3,,UnitNo 2,43.655379,-79.607162
Chaska,722512,905-282-0707,www.chaska.com,2325 Matheson Blvd E,L5W 5B3,,,43.655379,-79.607162
Starbucks,722512,905-614-1731,www.starbucks.ca,5067 Dixie Rd,L4W 5S6,,,43.63695,-79.6208
Subway,722512,905-614-0123,www.subway.com,5067 Dixie Rd,L4W 5S6,,,43.63695,-79.6208
R A N Foods Inc,722512,416-500-2058,,200 Britannia Rd E,L4Z 1S6,,UnitNo 2&3,43.6304,-79.67389
Sunset Grill,722511,905-824-0999,www.sunsetgrill.ca,3021 Argentia Rd,L5N 8P7,,UnitNo 103,43.596566,-79.785149
South Street Burger Co.,722512,905-824-4269,www.newyorkfries.com,3021 Argentia Rd,L5N 8P7,,UnitNo 107,43.596566,-79.785149
Compass Group Canada,722310,905-696-8448,www.compass-canada.com,355 Admiral Blvd,L5T 2N1,,UnitNo 5,43.649426,-79.694736
Dairy Queen,722512,905-824-6766,www.dairyqueen.com,3029 Argentia Rd,L5N 8P7,,UnitNo 104,43.596091,-79.785649
Zen Gardens Vegetarian Restaurant,722511,905-461-2498,www.zen-garden.ca,6980 Maritz Dr,L5W 1Z3,,,43.64331,-79.70853
Chimney Fresh,722511,905-565-6786,www.chimneyfresh.com,6980 Maritz Dr,L5W 1Z3,,UnitNo 12,43.64331,-79.70853
A & W,722512,647-479-7879,www.aw.ca,1 PIA,L5P 1B2,,,43.586162,-79.646215
Pizzaiolo Gourmet Pizza,722512,905-271-7121,www.pizzaiolo.ca,56 Lakeshore Rd E,L5G 1E1,,UnitNo B,43.552447,-79.584788
Axia Restaurant,722511,905-608-2942,www.axiarestaurant.com,5045 Plantation Pl,L5M 6J3,,UnitNo A,43.55218,-79.71475
Pita Land,722512,905-755-1111,www.pitaland.ca,30 Eglinton Ave W,L5R 3E7,,UnitNo 12B,43.605827,-79.653866
Fortune Dragon Restaurant,722512,905-816-0988,,6085 Creditview Rd,L5V 2A8,,UnitNo 2D,43.598695,-79.713536
Hero Certified Burgers,722512,905-567-5831,www.heroburgers.com,6045 Creditview Rd,L5V 2A8,,UnitNo 4,43.598338,-79.713045
Kobe Sizzlers,722511,905-812-2700,,808 Britannia Rd W,L5V 0A7,Bldg A,UnitNo 105,43.610389,-79.697558
Al Kabab,722512,905-819-1222,www.alkabab.ca,808 Britannia Rd W,L5V 0A7,Bldg A,UnitNo 104,43.610389,-79.697558
Bismillah Sweets,722512,905-821-8321,,812 Britannia Rd W,L5V 0A6,,UnitNo 103,43.610317,-79.697638
Boston Pizza,722511,905-625-1265,www.bostonpizza.com,1510 Aimco Blvd,L4W 5K1,,,43.63818,-79.62288
Boston Pizza Square One,722511,905-896-4646,www.bostonpizza.com,35 Square One Dr,L5B 0E2,,,43.596569,-79.642124
Molinaro's Catering,722310,905-275-7305,www.molinaroscatering.com,3400 Ridgeway Dr,L5L 0A2,,UnitNo 4,43.523499,-79.705098
Cabana Restaurant & Lounge,722512,905-232-2003,www.cabanarandl.com,1590 Dundas St E,L4X 2Z2,,UnitNo 2&3,43.61362,-79.57759
Honey Pepper,722512,905-268-0023,,1550 South Gateway Rd,L4W 5G6,,UnitNo 1F,43.632553,-79.614712
Fancy Kafana,722511,905-232-6677,www.fancykafana.com,4910 Tomken Rd,L4W 1J8,,,43.62549,-79.6312
Avondale Foodworks,722511,905-678-3223,www.avondalefoodworks.com,7070 Bramalea Rd,L5S 1S8,,UnitNo 16,43.68607,-79.66618
Pizza Depot,722512,905-566-9711,www.pizzadepot.ca,3945 Doug Leavens Blvd,L5N 0A5,,UnitNo 8,43.566517,-79.774922
Mediterranean Meat and Delicatessen,722512,905-821-8787,,35 Queen St N,L5N 1A2,,,43.589135,-79.723902
Silver Spoon,722511,905-567-5677,www.silverspoononline.com,816 Britannia Rd W,L5V 2W1,Bldg C,UnitNo 103,43.610118,-79.697858
McDonald's,722512,905-817-9878,www.mcdonalds.ca,800 Matheson Blvd W,L5V 2N6,,,43.607344,-79.691226
Kernels Popcorn,722512,905-271-1121,www.kernelspopcorn.com,1250 South Service Rd,L5E 1V4,,UnitNo Cart,43.594349,-79.570982
Hilton Garden Inn Toronto Airport West/Mississauga,721111,905-361-6300,www.gardeninn.com,1870 Matheson Blvd,L4W 5R9,,,43.638709,-79.618285
Mucho Burrito,722512,905-826-8888,www.muchoburrito.com,2963 Argentia Rd,L5N 0A2,,UnitNo 3,43.598233,-79.783213
Jack Astor's,722511,905-817-1670,www.jackastors.com,2967 Argentia Rd,L5N 0A2,,,43.597829,-79.783734
Grand Victorian Convention Centre by Radisson,721111,905-364-9999,www.grandvictorian.info,175 Derry Rd E,L5T 2Z7,,,43.65086,-79.70288
PJFS Canada,722512,647-667-9871,www.papajohns.com,3600 Laird Rd,L5L 6A6,B,UnitNo 4,43.520072,-79.703922
Wild Wing,722511,905-812-9453,www.wildwingrestaurants.com,5606 Tenth Line West,L5M 7L9,,UnitNo 2,43.558678,-79.741512
Caffe Prego Inc.,722512,905-569-0922,www.cafeprego.com,3115 Dundas St W,L5L 3R8,Bldg 3,,43.520041,-79.684737
Konkan Delite,722511,905-804-1122,www.aloy@konkandelight.ca,3181 Wolfedale Rd,L5C 1V8,,UnitNo 1,43.566575,-79.641144
Osmow's Inc,722512,905-624-5546,www.osmows.com,5200 Dixie Rd,L4W 1E3,,UnitNo 208,43.639767,-79.626441
Subway,722512,905-293-9696,www.subway.com,6465 Airport Rd,L4V 1E4,,UnitNo 103,43.6931,-79.628032
Starbucks,722512,905-816-9989,www.starbucks.ca,2963 Argentia Rd,L5N 0A2,,UnitNo 1,43.598233,-79.783213
Hero Certified Burgers,722512,905-567-4401,www.heroburgers.com,2969 Argentia Rd,L5N 0B2,,UnitNo 5,43.5978,-79.783772
Panago Pizza,722512,905-858-2208,www.panago.com,6956 Financial Dr,L5N 8J4,,UnitNo 6,43.61047,-79.74854
Sprouts Inc.,722512,905-286-1001,www.sproutsrestaurant.com,6956 Financial Dr,L5N 8J4,,UnitNo 9,43.61047,-79.74854
Thai Express,722512,905-812-8800,www.thaiexpress.com,6956 Financial Dr,L5N 8J4,,,43.61047,-79.74854
Villa Madina,722512,905-812-8800,www.villamadina.com,6956 Financial Dr,L5N 8J4,,UnitNo 11,43.61047,-79.74854
Super Choice Pizza,722512,905-677-7878,www.superchoicepizza.com,2985 Drew Rd,L5T 0A4,,UnitNo 101,43.710676,-79.652972
Swaghuras Hut Inc,722511,,www.sadruhut.com,2970 Drew Rd,L4T 0A6,,UnitNo 101&102,43.710176,-79.653549
King Tandoori,722511,905-672-1010,www.kingtandoori.com,2970 Drew Rd,L4T 0A6,,UnitNo 103&104,43.710176,-79.653549
Bamiyan Kabob,722512,905-678-6564,www.bamiyankabob.com,2970 Drew Rd,L4T 0A6,,UnitNo 105&106,43.710176,-79.653549
Katsuya,722511,905-277-2242,,1224 Dundas St W,L5C 4G7,,UnitNo 112,43.554372,-79.646278
Polka Bistro Caf,722511,905-566-8181,,1100 Dundas St W,L5C 4E7,,UnitNo 9,43.557122,-79.643131
Master Biryani and Grill,722512,905-276-0666,,2580 Shepard Ave,L5A 4K3,,UnitNo 7,43.58034,-79.61464
Hot & Sour,722511,905-542-7900,www.hotandsour.ca,1010 Dream Crest Rd,L5V 3A4,,UnitNo 2,43.591128,-79.68042
Zaaffran Kitchen,722511,905-812-2218,,5618 Tenth Line West,L5M 7L9,,UnitNo 4&5,43.559181,-79.742206
Lazeez Shawarma & Mediterranean Grill,722512,905-285-9996,www.lazeezshawarma.com,5618 Tenth Line West,L5M 7L9,,UnitNo 7,43.559181,-79.742206
Panera Bread,722512,905-897-5505,www.panerabread.com,55 Square One Dr,L5B 0E2,,UnitNo B2,43.596569,-79.642124
"Keg, The",722511,905-567-9111,www.kegsteakhouse.com,3130 Argentia Rd,L5N 0B1,,,43.594171,-79.78734
Starbucks,722512,905-823-5347,www.starbucks.ca,1930 Fowler Dr,L5K 0A1,,UnitNo C 101,43.528063,-79.651629
California Sandwiches,722512,905-858-3445,www.eatcalifornia.ca,5955 Latimer Dr,L5V 0B7,,UnitNo 1A,43.608329,-79.697765
Jade Dim Sum,722511,905-273-6663,,2280 Dixie Rd,L4Y 1Z4,,UnitNo 3&4,43.60317,-79.57585
Vilamor Cafe,722512,905-277-1200,www.3costellosgrill.com,1030 Dundas St E,L4Y 2B8,,UnitNo A-2,43.601897,-79.592091
Focacia's,722512,,www.focacias.com,6990 Financial Dr,L5N 8J4,,UnitNo 2,43.61105,-79.74926
El Sombrero,722512,905-858-4100,www.elsombrero.ca,6990 Financial Dr,L5N 8J4,,UnitNo 5,43.61105,-79.74926
J J Trailer Park,721211,905-828-2603,,5578 Ninth Line,L5M 0R5,B,,43.549242,-79.752495
Rockin Pizza & Ice Cream,722512,905-507-3003,www.rockinpizza.ca,1 Glenn Hawthor Blvd,L5R 0C2,,UnitNo 3,43.61206,-79.66138
Fat Bastard Burrito Co.,722512,905-232-7444,www.fatbastardburrito.ca,4141 Dixie Rd,L4W 1V5,,UnitNo 76,43.624945,-79.6057
Eggsmart,722512,905-916-0961,www.eggsmart.ca,1930 Fowler Dr,L5K 0A1,,UnitNo C 102,43.528063,-79.651629
Subway,722512,905-855-7723,www.subway.com,1900 Fowler Dr,L5K 0A1,,UnitNo 110,43.528058,-79.651634
Pizza Hut,722512,905-823-0061,www.pizzahut.ca,1900 Fowler Dr,L5K 0A1,,UnitNo D111,43.528058,-79.651634
Taza Express,722512,905-403-8080,www.tazaexpress.ca,1900 Fowler Dr,L5K 0A1,,UnitNo 113,43.528058,-79.651634
Wild Wing,722511,905-817-1444,,5955 Latimer Dr,L5V 0B7,,UnitNo 4,43.608329,-79.697765
Pho Mi 99 Vietnamese and Thai Restaurant,722511,905-542-8899,,5955 Latimer Dr,L5V 0B7,,UnitNo 8,43.608329,-79.697765
Something Sweet 4 U,722512,905-567-7765,www.somethinsweet.ca,5955 Latimer Dr,L5V 0B7,,UnitNo 10,43.608329,-79.697765
